id,name,IDENTITY,ALIGN,EYE,HAIR,SEX,ALIVE,FIRST APPEARANCE,Year
723494,Morjak (Earth-616),,,,,,Living Characters,Aug-06,2006
43731,Valerie Martin (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Sep-06,2006
26508,Videmus (Earth-616),Public Identity,,No Eyes,Bald,Male Characters,Living Characters,Mar-06,2006
485623,Althea Green (Earth-616),No Dual Identity,Good Characters,Black Eyes,Brown Hair,Female Characters,Living Characters,Nov-07,2007
288814,Argos (Atlantean) (Earth-616),,Good Characters,,Black Hair,Male Characters,Living Characters,Sep-07,2007
73622,Brian Talbot (Earth-616),Secret Identity,Neutral Characters,Grey Eyes,Black Hair,Male Characters,Living Characters,Sep-07,2007
53298,Cheesecake (LMD) (Earth-616),Secret Identity,,Green Eyes,Black Hair,Female Characters,Living Characters,Mar-07,2007
511832,Emmael (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Oct-07,2007
73626,Gideon Wilson (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,Living Characters,Sep-07,2007
323907,Mindwave (Telepath) (Earth-616),Secret Identity,Neutral Characters,Grey Eyes,White Hair,Male Characters,Deceased Characters,Oct-07,2007
73624,Nichole Martin (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,Living Characters,Sep-07,2007
304879,Sihing (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters,Oct-07,2007
338532,Susan Maddox (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Apr-07,2007
575791,Aja (Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,Living Characters,May-08,2008
160848,Bill Dawson (Earth-616),No Dual Identity,Good Characters,,Red Hair,Male Characters,Living Characters,Sep-08,2008
120483,Heather Sante (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,Living Characters,Jan-08,2008
184544,Jakob Eisenhardt (Earth-616),,Good Characters,Brown Eyes,White Hair,Male Characters,Deceased Characters,Nov-08,2008
128342,Jonathan Bryant (Human) (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,Sep-08,2008
160833,Melanie Crane (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,Sep-08,2008
335900,Yussuf Hussain (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Nov-08,2008
245647,Bai Gu Jing (Earth-616),Secret Identity,,Red Eyes,No Hair,Female Characters,Living Characters,Jan-09,2009
732595,Christopher Walsh (Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,Living Characters,Feb-09,2009
737752,Hans Bruder (Earth-616),No Dual Identity,,Black Eyes,Black Hair,Male Characters,Living Characters,Oct-09,2009
263105,Lady of Ten Suns (Earth-616),Secret Identity,Good Characters,,Orange Hair,Female Characters,Living Characters,Sep-09,2009
250636,Molek (Earth-616),Secret Identity,,Blue Eyes,Grey Hair,Male Characters,Living Characters,Jan-09,2009
556490,Murderous Lion (Earth-616),,Neutral Characters,,,Male Characters,Living Characters,Oct-09,2009
263098,Scientific Beast (Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,,Living Characters,Sep-09,2009
278539,Ti Asha Ra (Earth-616),No Dual Identity,Good Characters,,No Hair,Female Characters,Deceased Characters,Oct-09,2009
280644,Zan Philo (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters,Nov-09,2009
386848,Abbey Sykes (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Nov-10,2010
338966,Bangs (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,Living Characters,Aug-10,2010
402656,Bhakti Gavaskar (Earth-616),,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Sep-10,2010
339694,Devin Touhy (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters,Aug-10,2010
699680,Eldrac (Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,Living Characters,Jun-10,2010
497266,Hooud (Earth-616),Secret Identity,Good Characters,,No Hair,Female Characters,Living Characters,Jun-10,2010
396487,Husam (Earth-616),No Dual Identity,Good Characters,,Bald,Male Characters,Deceased Characters,Oct-10,2010
320749,Ivan Bezukhov (Earth-616),Secret Identity,,,,Male Characters,Living Characters,Jan-10,2010
389332,Jentorra (Earth-616),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,Living Characters,Apr-10,2010
339147,London (WCA) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,Living Characters,Aug-10,2010
401329,Michael Hall (Earth-616),Public Identity,,,Blond Hair,Male Characters,Living Characters,Dec-10,2010
337880,Miranda Bayer (Earth-616),Secret Identity,Good Characters,Purple Eyes,Purple Hair,Female Characters,Living Characters,May-10,2010
402660,Rav Gavaskar (Earth-616),,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Sep-10,2010
303874,Reena Stancioff (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,Feb-10,2010
397776,Star Child (Earth-616),Secret Identity,Neutral Characters,Red Eyes,No Hair,,Living Characters,Dec-10,2010
405797,Teri Hillman (Earth-616),Public Identity,Neutral Characters,,Blond Hair,Female Characters,Living Characters,May-10,2010
495141,Alice Hu (Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,Living Characters,Aug-11,2011
587248,Beast (Lobe) (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters,Jan-11,2011
587246,Cyclops (Lobe) (Earth-616),Secret Identity,Neutral Characters,,Black Hair,Male Characters,Living Characters,Jan-11,2011
535604,Daniel Alves (Earth-616),No Dual Identity,Good Characters,,,Male Characters,Deceased Characters,Oct-11,2011
462559,Dennis Piper (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,Aug-11,2011
750084,Ella Whitby (Earth-616),No Dual Identity,,Green Eyes,Blond Hair,Female Characters,Deceased Characters,Sep-11,2011
470803,Ernst Hoyer (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Apr-11,2011
462990,Ezekiel Wright (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Aug-11,2011
469993,Frank Cortez (Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,Deceased Characters,Aug-11,2011
476764,Georgios Panayiotou (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,Jun-11,2011
416276,Gruenhilda (Earth-616),,Good Characters,,Red Hair,Female Characters,Living Characters,Jan-11,2011
587245,Iceman (Lobe) (Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Male Characters,Living Characters,Jan-11,2011
467200,Jill Harper (Earth-616),,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,May-11,2011
516007,Jurgen Muntz (Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,Living Characters,Mar-11,2011
498022,Marcia Guzman (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,Living Characters,Dec-11,2011
587244,Marvel Girl (Lobe) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,Living Characters,Jan-11,2011
444907,Penny Newsom (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Jan-11,2011
492246,Powell McTeague (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Dec-11,2011
489051,Praeter (Mike) (Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,Living Characters,Jun-11,2011
466173,Sarah Starr (Earth-616),Secret Identity,Good Characters,,Brown Hair,Female Characters,Living Characters,Aug-11,2011
519266,Soapbox (Earth-616),,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,May-11,2011
558069,Allison Kemp (Earth-616),,Neutral Characters,,Brown Hair,Female Characters,Living Characters,Feb-12,2012
552575,Bomb (Anthony) (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,Oct-12,2012
552253,Christine Chen (Earth-616),,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,Oct-12,2012
584753,Eternal Brain (Eternal) (Earth-616),,Good Characters,,No Hair,Male Characters,Deceased Characters,Jul-12,2012
556875,Flare (Microns) (Earth-616),Secret Identity,Good Characters,,,Female Characters,Living Characters,Dec-12,2012
552565,Holly Bright (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Deceased Characters,Oct-12,2012
506357,Howard Ogden (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Deceased Characters,Mar-12,2012
534273,Ixchel (Earth-616),Public Identity,,,Black Hair,Female Characters,Living Characters,Aug-12,2012
506361,James Murphy (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Deceased Characters,Mar-12,2012
535462,Jeffrey Fischer (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Jul-12,2012
506359,Marcus Simms (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters,Mar-12,2012
557273,Quark (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Dec-12,2012
506354,Rico Axelson (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters,Mar-12,2012
587333,Taxi Taylor (Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,Living Characters,Jul-12,2012
556456,Vanessa Baker (Earth-616),,,,,Female Characters,Living Characters,Oct-12,2012
682176,Aldvi (Earth-616),,,,,Female Characters,Deceased Characters,May-13,2013
682167,Arnleif (Earth-616),,,,Brown Hair,Female Characters,Deceased Characters,May-13,2013
666929,Chikeko Tomomatsu (Earth-616),,,Black Eyes,Black Hair,Female Characters,Living Characters,May-13,2013
568369,Courtney Johnson (Earth-616),Public Identity,Neutral Characters,,Blond Hair,Female Characters,Living Characters,Feb-13,2013
682171,Disthora (Earth-616),,,,,Female Characters,Deceased Characters,May-13,2013
612086,Eleanor Bennett (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Jan-13,2013
605423,Santi Sardina (Earth-616),No Dual Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Living Characters,May-13,2013
683971,Susan Rice (Earth-616),Public Identity,Neutral Characters,,Dyed Hair,Female Characters,Living Characters,Apr-13,2013
602394,Teslav Tarasova (Earth-616),,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,Mar-13,2013
601574,Drago (Earth-616),Public Identity,,Black Eyes,Black Hair,Male Characters,Deceased Characters,,
45802,Gullinbursti (Earth-616),Public Identity,Good Characters,Black Eyes,,Male Characters,Living Characters,,
69827,Hans Jorgenson (Earth-616),Public Identity,,,,Male Characters,Living Characters,,
19642,Perry Webb (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,,
35754,Persephone (Olympian) (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,,
747897,Cindy Moon (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,,
722351,Clayton Cole (Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Male Characters,Living Characters,,
713167,Eve Greenwood (Earth-616),No Dual Identity,Good Characters,Green Eyes,,Female Characters,Living Characters,,
712486,Gabe Reyes (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,,
678716,Gestalt (Legion Personality) (Earth-616),Secret Identity,Good Characters,,,Male Characters,Deceased Characters,,
727017,Gil (Earth-616),No Dual Identity,Neutral Characters,White Eyes,Brown Hair,,Living Characters,,
702446,Impulse (Second) (Earth-616),Secret Identity,Good Characters,,,Male Characters,Living Characters,,
691939,Jamir Khan (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,,
730644,Joshua Utler (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,Deceased Characters,,
713349,Krystal (Mutant) (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,,
703558,Liho (Earth-616),No Dual Identity,Neutral Characters,Hazel Eyes,Black Hair,,Living Characters,,
683294,Subguardian Titan (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,,
711244,Terrence Rhodes (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Bald,Male Characters,Deceased Characters,,
741844,Terry Schreck (Earth-1610),No Dual Identity,Good Characters,Pink Eyes,Black Hair,Male Characters,Living Characters,,
690448,Ulana (Earth-616),,,,,Female Characters,Living Characters,,
741838,Vernon Brooks (Earth-1610),No Dual Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,,
333140,Nono (Earth-616),No Dual Identity,Good Characters,,,Male Characters,Living Characters,Oct-39,1939
438715,Pete Johnson (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,Dec-39,1939
237927,Allan Lewis (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,Feb-40,1940
445732,Balu (Earth-616),No Dual Identity,Good Characters,,,Male Characters,Living Characters,Feb-40,1940
282467,Benjamin Ruff (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,Sep-40,1940
13132,Bruce Bravelle (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,Aug-40,1940
445737,Edith Alton (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,Living Characters,Feb-40,1940
449963,Fred Raymond (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters,Sep-40,1940
448461,Joel Williams (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,Mar-40,1940
448467,Joshua Williams (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,Mar-40,1940
260411,Martin Simon Burns (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Sep-40,1940
439258,Nosey (Earth-616),Public Identity,Good Characters,,,Male Characters,Living Characters,Mar-40,1940
237560,Varen David (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,Jun-40,1940
239070,Zara of the Jungle (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,Apr-40,1940
76271,Zephyrus Jones (Earth-616),Public Identity,Good Characters,Green Eyes,Auburn Hair,Male Characters,Living Characters,Feb-40,1940
411512,Rusty (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,Aug-41,1941
458596,Solidus Scriggles (Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,Oct-41,1941
471132,Douglas MacArthur (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Mar-42,1942
483449,Knobby (Earth-616),,Good Characters,,,,Living Characters,Dec-42,1942
469056,Wump Jump (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,Living Characters,Feb-42,1942
505112,Nancy Brown (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Living Characters,Dec-44,1944
548351,Tumbleweed (Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,Living Characters,Jan-49,1949
637973,Rick Davis (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,Nov-54,1954
659193,Ben Yarby (Leadville) (Earth-616),No Dual Identity,Good Characters,,White Hair,Male Characters,Living Characters,May-55,1955
684459,Patrick Brady (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Jun-55,1955
684449,Rock Murdock (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,Jun-55,1955
668774,Sally Frosby (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,Living Characters,Nov-55,1955
684453,Scuttlebutt Stacy (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,Jun-55,1955
644669,Smokey (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,Mar-55,1955
478585,Timothy Jones (Adult) (Earth-616),Public Identity,Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,Living Characters,Dec-60,1960
163506,Michael Kozlov (Earth-616),,Good Characters,,Blond Hair,Male Characters,Living Characters,Apr-61,1961
