id,name,IDENTITY,EYE,HAIR,SEX,ALIVE,AT LARGE,FIRST APPEARANCE,Year
504136,Cruz Bushmaster (Earth-616),Secret Identity,,Black Hair,Male Characters,Deceased Characters,No,Apr-92,1992
504129,Elio Angelopolous III (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,No,Apr-92,1992
564781,Everett Donnelly (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Jul-92,1992
62482,Firebug (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Jul-92,1992
302464,George Waters (Earth-616),Public Identity,,Blond Hair,Male Characters,Living Characters,Yes,Aug-92,1992
257287,Glump (Rime Giant) (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,Yes,May-92,1992
26907,Hamza Halladah (Earth-616),Public Identity,,,Male Characters,Deceased Characters,No,Nov-92,1992
250707,Henry Akai (Earth-616),Secret Identity,Brown Eyes,Black Hair,Male Characters,Living Characters,Yes,Aug-92,1992
412379,Jackal (New Man) (Earth-616),,Green Eyes,No Hair,Male Characters,Living Characters,Yes,Nov-92,1992
18805,Joe Emberlin (Earth-616),,,Blond Hair,Male Characters,Living Characters,Yes,Oct-92,1992
432874,Johnny Bloodcede (Earth-616),,,,Male Characters,Deceased Characters,No,Aug-92,1992
257284,Kai-Ra (Earth-616),Secret Identity,,No Hair,Male Characters,Living Characters,Yes,May-92,1992
106384,Khoon (Earth-616),Secret Identity,Black Eyes,No Hair,Male Characters,Living Characters,Yes,Jul-92,1992
32596,Lloigoroth (Earth-616),Secret Identity,,No Hair,,Living Characters,Yes,Sep-92,1992
272443,Lucian Aster (Earth-616),,,Black Hair,Male Characters,Living Characters,No,Jul-92,1992
28229,Michael Bingham (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Oct-92,1992
36161,Mikula Golubev (Earth-616),Secret Identity,Blue Eyes,Black Hair,Male Characters,Living Characters,Yes,Oct-92,1992
554586,Morton Thurnton (Earth-616),Public Identity,,Grey Hair,Male Characters,Deceased Characters,No,Oct-92,1992
629866,Nino Cortese (Earth-616),Public Identity,Black Eyes,Black Hair,Male Characters,Living Characters,No,Feb-92,1992
500165,Ray Jones (Earth-616),Public Identity,,Black Hair,Male Characters,Deceased Characters,No,Dec-92,1992
728608,Razorblade (Werewolf) (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Jul-92,1992
16791,Rick Chalker (Earth-616),Secret Identity,,White Hair,Male Characters,Deceased Characters,No,Oct-92,1992
36160,Sasha Pokryshkin (Earth-616),Secret Identity,,Blond Hair,Male Characters,Living Characters,No,Oct-92,1992
635454,Swift (Death Squad) (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Sep-92,1992
500532,Thor Kid (Earth-616),,,Blond Hair,Male Characters,Deceased Characters,No,Aug-92,1992
28227,Timothy Karlskin (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Oct-92,1992
526337,Victor von Doom (Impostor) (Earth-616),Secret Identity,Red Eyes,,Male Characters,Living Characters,No,Sep-92,1992
36162,Vladimir Orekhov (Earth-616),Secret Identity,,Grey Hair,Male Characters,Living Characters,Yes,Oct-92,1992
18711,Volga Belle (Earth-616),,,No Hair,Female Characters,Living Characters,Yes,Jun-92,1992
10169,Yegor Balinov (Earth-616),Secret Identity,Green Eyes,Brown Hair,Male Characters,Living Characters,Yes,Nov-92,1992
622375,Alessandro Brannex (Earth-616),No Dual Identity,,Brown Hair,Male Characters,Living Characters,Yes,Sep-93,1993
731131,Anskar (Earth-616),No Dual Identity,,Brown Hair,Male Characters,Deceased Characters,No,Jan-93,1993
335126,Bad Timing (Earth-616),Secret Identity,Red Eyes,Grey Hair,,Living Characters,No,Dec-93,1993
16257,Ballistik (Earth-616),,,Red Hair,Female Characters,Living Characters,Yes,Dec-93,1993
611692,Berserker 7 (Earth-616),Secret Identity,Red Eyes,No Hair,Male Characters,Living Characters,No,Jun-93,1993
118868,Bezial (Earth-616),Secret Identity,White Eyes,No Hair,Male Characters,Living Characters,Yes,Aug-93,1993
113374,Black Curator (Earth-616),Public Identity,White Eyes,No Hair,Male Characters,Living Characters,Yes,Aug-93,1993
285561,Blitz (Earth-616),Secret Identity,,No Hair,Male Characters,Living Characters,Yes,Dec-93,1993
27272,Carjack (Earth-616),Secret Identity,,Black Hair,Male Characters,Deceased Characters,No,Jun-93,1993
529485,Cassandra (Hydra) (Earth-616),Secret Identity,,Black Hair,Female Characters,Living Characters,Yes,Apr-93,1993
15362,Chon Li (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,No,Oct-93,1993
504138,Contract (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Apr-93,1993
16312,Dick Chalker (Earth-616),Secret Identity,,No Hair,Male Characters,Deceased Characters,No,Apr-93,1993
300608,Doka (Snakeroot) (Earth-616),Secret Identity,Green Eyes,,Male Characters,Deceased Characters,No,Oct-93,1993
300936,Enteki I (Snakeroot) (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Oct-93,1993
731313,Ept-Rass (Earth-616),No Dual Identity,,Bald,Male Characters,Living Characters,Yes,Jul-93,1993
557916,Feruze (Snakeroot) (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Oct-93,1993
525228,Franz Lubischt (Earth-616),Public Identity,Black Eyes,No Hair,Male Characters,Living Characters,No,Jan-93,1993
285994,Fugue (Tektos) (Earth-616),Secret Identity,,,Female Characters,Living Characters,Yes,Nov-93,1993
130072,Henry McCoy (X-Beast) (Earth-616),Secret Identity,Blue Eyes,Blue Hair,Male Characters,Deceased Characters,No,Dec-93,1993
490635,High Technician (Earth-616),Public Identity,,,Male Characters,Living Characters,Yes,May-93,1993
557939,Hook (Hellbent) (Earth-616),,Red Eyes,Bald,Male Characters,Living Characters,Yes,Nov-93,1993
449032,Huang Zhu (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,Yes,Oct-93,1993
16022,Hunger (Extraterrestrial) (Earth-616),,,No Hair,Male Characters,Living Characters,No,Aug-93,1993
246264,Jaime Zimmerman (Earth-616),Secret Identity,,Brown Hair,Female Characters,Living Characters,Yes,Apr-93,1993
1513,Jonathan Chambers (Earth-616),Secret Identity,,Blond Hair,Male Characters,Living Characters,No,Oct-93,1993
247287,Jonathan Farmer (Earth-616),,,,Male Characters,Living Characters,No,Apr-93,1993
286719,Karbon (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Nov-93,1993
554097,Kevin Leary (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,May-93,1993
286761,Laz-Fire (Earth-616),Secret Identity,,No Hair,Female Characters,Living Characters,No,Dec-93,1993
32146,Leecher (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Sep-93,1993
555945,Lester Selkirk (Earth-616),Secret Identity,,Red Hair,Male Characters,Living Characters,Yes,Mar-93,1993
555944,Maggie Langella (Earth-616),Secret Identity,,,Female Characters,Living Characters,No,Mar-93,1993
32144,Mali (Earth-616),Secret Identity,,Black Hair,Female Characters,Living Characters,Yes,Sep-93,1993
70939,Network (Hellbent) (Earth-616),Secret Identity,,Red Hair,Female Characters,Living Characters,No,May-93,1993
97202,Neutron Bum (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Jan-93,1993
30186,Nyko Halfghanaghan (Earth-616),No Dual Identity,,Grey Hair,Male Characters,Living Characters,Yes,Aug-93,1993
288374,Payload (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Dec-93,1993
409150,Peter Gyrich (Piecemeal) (Earth-616),Secret Identity,Red Eyes,Grey Hair,Male Characters,Living Characters,Yes,Mar-93,1993
16861,Piecemeal (Mutate 416) (Earth-616),Secret Identity,Red Eyes,Red Hair,Male Characters,Living Characters,Yes,May-93,1993
39507,Pixil (Earth-616),Secret Identity,,No Hair,Male Characters,Living Characters,Yes,Dec-93,1993
335756,Scatter (Lilin) (Earth-616),Secret Identity,,Red Hair,Male Characters,Living Characters,No,Dec-93,1993
53319,Seth Phalkon (Earth-616),Public Identity,,Auburn Hair,Male Characters,Living Characters,Yes,Dec-93,1993
288938,Shakata (Earth-616),Secret Identity,Green Eyes,Bald,Male Characters,Living Characters,No,Oct-93,1993
748400,Shiv (Cult Leader) (Earth-616),Secret Identity,Red Eyes,Brown Hair,Male Characters,Deceased Characters,No,Mar-93,1993
481320,Short Circuit (Earth-616),Secret Identity,,Blond Hair,Male Characters,Living Characters,No,Oct-93,1993
509667,Thrym (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,No,Oct-93,1993
248714,Todd Hunter (Earth-616),,,,Male Characters,Living Characters,No,Aug-93,1993
83373,Tony Trainer (Earth-616),,,,Male Characters,Living Characters,Yes,Dec-93,1993
32140,Transfaser (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Sep-93,1993
419799,Troubleshooter (Earth-616),Secret Identity,,Black Hair,Female Characters,Living Characters,No,Apr-93,1993
289012,Tudo Sokuto (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Nov-93,1993
246263,Victor Lillian (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Dec-93,1993
126899,Walter Slocum (Earth-616),Secret Identity,,Red Hair,Male Characters,Living Characters,Yes,Feb-93,1993
289059,War-Crime (Earth-616),Secret Identity,White Eyes,Bald,Male Characters,Living Characters,No,Dec-93,1993
18435,Afterburner (Earth-616),Secret Identity,,Green Hair,Female Characters,Living Characters,Yes,Feb-94,1994
244323,Armorer (Earth-616),Secret Identity,Blue Eyes,Brown Hair,Male Characters,Living Characters,No,Mar-94,1994
16665,Benedict Kine (Earth-616),,,Grey Hair,Male Characters,Living Characters,Yes,Oct-94,1994
93018,Brian Lash (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Jul-94,1994
73309,Chris Paxton (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Sep-94,1994
635463,Deadaim (Earth-616),,,Blond Hair,Male Characters,Living Characters,Yes,Feb-94,1994
639635,Drasil (Earth-616),Public Identity,Blue Eyes,Black Hair,Male Characters,Deceased Characters,No,Jul-94,1994
530070,Gregory Slivovitz (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Aug-94,1994
748149,Killobyte (Joey) (Earth-616),Secret Identity,,,Male Characters,Deceased Characters,No,Mar-94,1994
247348,Lady Trident (Earth-616),Secret Identity,,,Female Characters,Living Characters,Yes,Jul-94,1994
731946,Mephitisoid (Earth-616),Secret Identity,Yellow Eyes,White Hair,Male Characters,Living Characters,Yes,Sep-94,1994
63101,Mister Nice (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,Yes,Jun-94,1994
530071,Murder (Sally) (Earth-616),Secret Identity,,Black Hair,Female Characters,Living Characters,Yes,Aug-94,1994
78026,Pyromania (Nolan) (Earth-616),,,Brown Hair,Male Characters,Living Characters,Yes,Jun-94,1994
83526,Raze (Earth-616),Public Identity,Green Eyes,No Hair,Male Characters,Living Characters,No,Feb-94,1994
171971,Sherman Ashley (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,Yes,Feb-94,1994
530072,Strangler (Shatterforce) (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Aug-94,1994
530076,Thera (Shadow Consortium) (Earth-616),Secret Identity,,Black Hair,Female Characters,Deceased Characters,No,Sep-94,1994
116254,Tiberius Car (Earth-616),,Brown Eyes,,Male Characters,Living Characters,No,Nov-94,1994
556379,Trieste Rahn (Earth-616),,,Blond Hair,Female Characters,Deceased Characters,No,Jan-94,1994
687311,Vandal (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Jul-94,1994
43144,Verdelet (Earth-616),,Red Eyes,Bald,Male Characters,Living Characters,No,Jul-94,1994
591417,Vranx (Earth-616),Secret Identity,Green Eyes,No Hair,Male Characters,Living Characters,Yes,Feb-94,1994
34303,Zahgurim (Earth-616),,White Eyes,No Hair,,Living Characters,Yes,Mar-94,1994
477474,Zardok (Earth-616),,,No Hair,Male Characters,Deceased Characters,No,Jan-94,1994
748407,Zoroaster (Earth-616),,White Eyes,Black Hair,,Living Characters,No,Aug-94,1994
13452,Aldebron (Earth-616),,,Black Hair,Female Characters,Living Characters,Yes,Dec-95,1995
67322,Carson Rowntree (Earth-616),Secret Identity,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,Mar-95,1995
655361,Clash (Earth-616),Secret Identity,,Red Hair,Female Characters,Living Characters,Yes,Jun-95,1995
655360,Cordite (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,Yes,Jun-95,1995
109136,Doctor Brucknerr (Earth-616),Public Identity,,Bald,Male Characters,Living Characters,No,Oct-95,1995
663040,Domitian (Earth-616),Secret Identity,White Eyes,White Hair,Male Characters,Living Characters,Yes,Mar-95,1995
121370,Eleven (Rupinski) (Earth-616),Secret Identity,,,Female Characters,Living Characters,No,Sep-95,1995
654388,Firefist (Earth-616),Secret Identity,Red Eyes,Brown Hair,Male Characters,Living Characters,Yes,Jun-95,1995
655363,Flare (Shadowforce Alpha) (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Jun-95,1995
121373,Four (Eugenix) (Earth-616),Secret Identity,,,Female Characters,Living Characters,Yes,Sep-95,1995
16475,Gunshot (Earth-616),,,,Male Characters,Living Characters,No,Dec-95,1995
340309,Hanna Verschlagen (Earth-616),,,,Female Characters,Deceased Characters,No,Jan-95,1995
535529,Huike (Earth-616),Public Identity,,Black Hair,Male Characters,Living Characters,Yes,Jan-95,1995
663047,Kaef (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Mar-95,1995
558255,Kraa (Luphomoid) (Earth-616),Public Identity,White Eyes,,Male Characters,Living Characters,No,Mar-95,1995
482188,Little Shadow (Earth-616),Secret Identity,,,,Deceased Characters,No,Jun-95,1995
121371,Nine (Eugenix) (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Sep-95,1995
121374,One (Eugenix) (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Sep-95,1995
249427,Owen Segar (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Mar-95,1995
656626,Pro (Earth-616),Secret Identity,,Bald,Male Characters,Living Characters,Yes,Nov-95,1995
286632,Ricko (Earth-616),Public Identity,,,Male Characters,Living Characters,No,Oct-95,1995
536644,Robert Jameson (Earth-616),No Dual Identity,,Brown Hair,Male Characters,Living Characters,Yes,Mar-95,1995
67324,Sanction (Aaron) (Earth-616),Secret Identity,Blue Eyes,Brown Hair,Male Characters,Living Characters,Yes,Mar-95,1995
259031,Scaldings (Earth-616),,,,,Living Characters,No,Oct-95,1995
105981,Shell (Shadowforce Alpha) (Earth-616),,,,Male Characters,Living Characters,No,Jun-95,1995
655364,Shot (Earth-616),Secret Identity,,,Male Characters,Living Characters,Yes,Jun-95,1995
555700,Sidereus (Earth-616),,,,Male Characters,Living Characters,No,Dec-95,1995
686712,Skyline Killer (Earth-616),Secret Identity,Green Eyes,No Hair,Male Characters,Deceased Characters,No,Mar-95,1995
655362,Stampede (Earth-616),Secret Identity,,Blond Hair,Female Characters,Living Characters,Yes,Jun-95,1995
482203,Tolometh (Earth-616),Secret Identity,Red Eyes,,,Living Characters,Yes,Jun-95,1995
169802,Tom\u00e1s Aguado (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,No,Jun-95,1995
640358,Tuzun Thune (Earth-616),Secret Identity,,White Hair,Male Characters,Living Characters,Yes,Mar-95,1995
121369,Twelve (Carl) (Earth-616),Secret Identity,,Brown Hair,Male Characters,Living Characters,Yes,Sep-95,1995
10127,Aaidan Blomfield (Earth-616),Secret Identity,,Blond Hair,Male Characters,Living Characters,No,Jul-96,1996
3811,Angelface (Earth-616),Secret Identity,Green Eyes,Red Hair,Female Characters,Deceased Characters,No,May-96,1996
10129,Boudica Gorman (Earth-616),Secret Identity,,Black Hair,Female Characters,Living Characters,No,Jul-96,1996
23873,Cold Winter (Earth-616),,Red Eyes,No Hair,Male Characters,Living Characters,No,Jan-96,1996
663604,Creaux (Earth-616),,,Bald,Male Characters,Living Characters,Yes,Dec-96,1996
101629,Harith Damyish (Earth-616),Public Identity,Grey Eyes,Brown Hair,Male Characters,Living Characters,No,Dec-96,1996
436026,Lawrence Evans (Earth-616),,Brown Eyes,,Male Characters,Living Characters,Yes,Nov-96,1996
259039,Price (Worldengine) (Earth-616),Public Identity,Blue Eyes,White Hair,Male Characters,Deceased Characters,No,Jan-96,1996
85047,Synraith (Earth-616),Secret Identity,No Eyes,No Hair,,Living Characters,No,Oct-96,1996
701973,Vartu (Earth-616),,,White Hair,Male Characters,Deceased Characters,No,Jan-96,1996
28086,Yohei (Earth-616),,,Black Hair,Male Characters,Living Characters,Yes,Dec-96,1996
4092,Alistaire Armstrong (Earth-616),,Blue Eyes,Black Hair,Male Characters,Living Characters,No,Oct-97,1997
347748,Anton Vanko (Heroes Reborn) (Earth-616),Public Identity,,,Male Characters,Deceased Characters,No,Aug-97,1997
706055,Ape-Man (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Apr-97,1997
14472,Arsenic (Element) (Earth-616),,,No Hair,,Living Characters,No,Sep-97,1997
751843,Aurelio Santurce (Earth-616),,Brown Eyes,Brown Hair,Male Characters,Living Characters,Yes,Sep-97,1997
415270,Barium (Element) (Earth-616),No Dual Identity,White Eyes,No Hair,,Living Characters,Yes,Sep-97,1997
483246,Basilio Rez (Earth-616),Secret Identity,,Black Hair,Male Characters,Living Characters,No,Aug-97,1997
16272,Bludgeon (Cyber-Punks) (Earth-616),,,,Male Characters,Living Characters,Yes,Mar-97,1997
16290,Boost (Earth-616),Secret Identity,,White Hair,Male Characters,Living Characters,No,Oct-97,1997
706069,Cat-Man (Earth-616),Secret Identity,,,Male Characters,Living Characters,No,Apr-97,1997
424109,Cesium (Element) (Earth-616),,,No Hair,,Living Characters,No,Nov-97,1997
18311,Ecliptic (Earth-616),Secret Identity,,Grey Hair,Female Characters,Living Characters,Yes,Aug-97,1997
347132,Eric Williams (Heroes Reborn) (Earth-616),Public Identity,,,Male Characters,Living Characters,Yes,May-97,1997
531115,Etta Langstrom (Earth-616),Secret Identity,,,Female Characters,Living Characters,No,Oct-97,1997
424088,Europium (Element) (Earth-616),,White Eyes,No Hair,,Living Characters,No,Oct-97,1997
16446,Fist (Cyber-Punks) (Earth-616),,,,Male Characters,Living Characters,No,Mar-97,1997
424095,Hafnium (Element) (Earth-616),,Red Eyes,No Hair,,Living Characters,No,Sep-97,1997
238422,Insomnia (Earth-616),Secret Identity,,Brown Hair,Female Characters,Living Characters,No,Apr-97,1997
